color_hex,shape,sound,label
#D10359,shape_3,sound_7,love
#F03779,shape_4,sound_10,love
#DC2779,shape_5,sound_3,love
#D63172,shape_6,sound_6,love
#FC5D94,shape_7,sound_9,love
#DF3F74,shape_8,sound_2,love
#BB1574,shape_9,sound_5,love
#B50E6D,shape_10,sound_8,love
#F42884,shape_1,sound_1,love
#ED6DB8,shape_2,sound_4,love
#CE336A,shape_3,sound_7,love
#B64D8C,shape_4,sound_10,love
#F263A3,shape_5,sound_3,love
#D5238C,shape_6,sound_6,love
#F45BB3,shape_7,sound_9,love
#EF67A5,shape_8,sound_2,love
#CF0056,shape_9,sound_5,love
#CB2673,shape_10,sound_8,love
#172175,shape_1,sound_7,sad
#15204F,shape_2,sound_6,sad
#2F5D86,shape_1,sound_8,sad
#16497C,shape_5,sound_7,sad
#313758,shape_5,sound_7,sad
#495E7D,shape_5,sound_7,sad
#1C2745,shape_1,sound_7,sad
#194387,shape_1,sound_7,sad
#2D5886,shape_5,sound_8,sad
#2C537C,shape_1,sound_7,sad
#202753,shape_7,sound_7,sad
#273056,shape_7,sound_8,sad
#294763,shape_2,sound_7,sad
#172853,shape_7,sound_7,sad
#22426B,shape_7,sound_7,sad
#1F2C46,shape_5,sound_8,sad
#151837,shape_5,sound_6,sad
#1C2039,shape_5,sound_8,sad
#405D71,shape_5,sound_6,sad
#1B3663,shape_1,sound_7,sad
#1E2234,shape_1,sound_7,sad
#345579,shape_7,sound_7,sad
#142450,shape_2,sound_6,sad
#12314C,shape_5,sound_6,sad
#224661,shape_1,sound_7,sad
#16263D,shape_7,sound_7,sad
#0E1E37,shape_7,sound_8,sad
#133657,shape_1,sound_8,sad
#0F1E3C,shape_7,sound_8,sad
#1F3B61,shape_5,sound_6,sad
#0B144D,shape_5,sound_8,sad
#242948,shape_7,sound_6,sad
#162635,shape_7,sound_8,sad
#3D4867,shape_2,sound_8,sad
#16406D,shape_1,sound_6,sad
#0C2552,shape_1,sound_8,sad
#1D3855,shape_1,sound_8,sad
#384B5F,shape_1,sound_6,sad
#234371,shape_1,sound_8,sad
#50558A,shape_7,sound_6,sad
#2A4165,shape_2,sound_8,sad
#0F133B,shape_2,sound_6,sad
#091B33,shape_7,sound_8,sad
#445B74,shape_5,sound_6,sad
#4F5F86,shape_7,sound_8,sad
#132376,shape_7,sound_8,sad
#293268,shape_5,sound_8,sad
#304F7D,shape_5,sound_6,sad
#445971,shape_7,sound_8,sad
#1E3B70,shape_5,sound_6,sad
#1A2472,shape_2,sound_6,sad
#0C1453,shape_1,sound_6,sad
#2F4C6C,shape_7,sound_6,sad
#3E5F7F,shape_7,sound_6,sad
#3E4B7E,shape_2,sound_6,sad
#102651,shape_2,sound_8,sad
#192165,shape_1,sound_8,sad
#193651,shape_5,sound_6,sad
#222744,shape_2,sound_8,sad
#33455C,shape_7,sound_8,sad
#2A537E,shape_1,sound_8,sad
#19286B,shape_5,sound_6,sad
#16548A,shape_2,sound_6,sad
#356488,shape_1,sound_8,sad
#293E6E,shape_7,sound_8,sad
#171D45,shape_7,sound_8,sad
#171F69,shape_5,sound_8,sad
#2D547B,shape_1,sound_6,sad
#151E6D,shape_5,sound_6,sad
#1D3851,shape_2,sound_8,sad
#13375B,shape_5,sound_6,sad
#181F49,shape_2,sound_6,sad
#182336,shape_2,sound_6,sad
#0C1644,shape_5,sound_8,sad
#12273A,shape_5,sound_6,sad
#164085,shape_2,sound_8,sad
#414A79,shape_7,sound_8,sad
#0E195C,shape_5,sound_8,sad
#212E3D,shape_1,sound_8,sad
#103E60,shape_7,sound_8,sad
#19346B,shape_1,sound_8,sad
#213278,shape_1,sound_8,sad
#365282,shape_5,sound_6,sad
#303959,shape_5,sound_6,sad
#212C3F,shape_2,sound_6,sad
#3C6281,shape_7,sound_8,sad
#1A2A83,shape_5,sound_6,sad
#2E5879,shape_5,sound_8,sad
#13293E,shape_2,sound_8,sad
#4C5686,shape_8,sound_6,sad
#2E3A62,shape_2,sound_6,sad
#131F3F,shape_7,sound_6,sad
#4B6089,shape_1,sound_8,sad
#0D1E48,shape_5,sound_6,sad
#1C5483,shape_5,sound_8,sad
#0F1C40,shape_7,sound_8,sad
#3A4063,shape_7,sound_8,sad
#132A74,shape_7,sound_6,sad
#18348C,shape_5,sound_8,sad
#2D4C69,shape_7,sound_8,sad
#111B3F,shape_5,sound_8,sad
#20456D,shape_2,sound_6,sad
#202A3A,shape_1,sound_6,sad
#1D2640,shape_2,sound_6,sad
#335272,shape_7,sound_6,sad
#2F4688,shape_2,sound_6,sad
#1B2137,shape_2,sound_6,sad
#0C153C,shape_5,sound_6,sad
#112E52,shape_1,sound_6,sad
#141B4F,shape_2,sound_8,sad
#232F55,shape_2,sound_8,sad
#172239,shape_5,sound_6,sad
#3E6081,shape_5,sound_6,sad
#1E2E4C,shape_7,sound_8,sad
#1D243A,shape_1,sound_6,sad
#294574,shape_7,sound_6,sad
#343D5D,shape_5,sound_6,sad
#0F2841,shape_7,sound_8,sad
#1F3C78,shape_1,sound_8,sad
#212F4F,shape_7,sound_6,sad
#3D4377,shape_5,sound_6,sad
#0E1740,shape_7,sound_8,sad
#1C344B,shape_2,sound_8,sad
#333B7D,shape_1,sound_6,sad
#212C38,shape_7,sound_8,sad
#1B3666,shape_2,sound_6,sad
#2B3451,shape_6,sound_8,sad
#4A5E80,shape_5,sound_8,sad
#192347,shape_1,sound_6,sad
#293F70,shape_1,sound_8,sad
#3C4266,shape_5,sound_6,sad
#1F4E79,shape_5,sound_6,sad
#2C455F,shape_5,sound_6,sad
#435E86,shape_5,sound_6,sad
#2D3C7B,shape_5,sound_6,sad
#1F2E3F,shape_7,sound_6,sad
#1F2964,shape_7,sound_8,sad
#30425C,shape_2,sound_6,sad
#152938,shape_5,sound_8,sad
#33537E,shape_7,sound_6,sad
#1E2650,shape_2,sound_8,sad
#124278,shape_4,sound_6,sad
#2F3D6E,shape_2,sound_6,sad
#1E5080,shape_5,sound_6,sad
#101B3E,shape_5,sound_6,sad
#223053,shape_2,sound_6,sad
#2F4965,shape_1,sound_8,sad
#141A54,shape_7,sound_8,sad
#234B74,shape_7,sound_6,sad
#182A5F,shape_2,sound_6,sad
#1F3D77,shape_7,sound_6,sad
#364B8B,shape_7,sound_8,sad
#315C82,shape_2,sound_8,sad
#192634,shape_1,sound_6,sad
#17226E,shape_1,sound_6,sad
#172039,shape_7,sound_6,sad
#225885,shape_1,sound_8,sad
#1D2C7E,shape_2,sound_6,sad
#163B7A,shape_2,sound_8,sad
#31557F,shape_7,sound_6,sad
#34495C,shape_1,sound_6,sad
#1D3353,shape_5,sound_6,sad
#0E1B40,shape_7,sound_8,sad
#0E283E,shape_7,sound_6,sad
#243079,shape_5,sound_8,sad
#1E4A84,shape_2,sound_8,sad
#34547F,shape_5,sound_6,sad
#1E2E87,shape_1,sound_6,sad
#243D6B,shape_5,sound_8,sad
#2B3351,shape_2,sound_8,sad
#405775,shape_1,sound_6,sad
#223A4D,shape_5,sound_8,sad
#293A4A,shape_7,sound_6,sad
#263781,shape_3,sound_8,sad
#1A2665,shape_7,sound_6,sad
#09253D,shape_7,sound_6,sad
#142140,shape_5,sound_6,sad
#2F445A,shape_1,sound_8,sad
#192F59,shape_5,sound_6,sad
#162635,shape_1,sound_6,sad
#2A4A61,shape_2,sound_8,sad
#214876,shape_5,sound_8,sad
#3F5876,shape_2,sound_6,sad
#1B224E,shape_7,sound_6,sad
#0F2541,shape_2,sound_8,sad
#172943,shape_2,sound_8,sad
#3D4373,shape_1,sound_6,sad
#141F60,shape_2,sound_6,sad
#0F243B,shape_7,sound_6,sad
#21254C,shape_2,sound_6,sad
#0C1738,shape_7,sound_8,sad
#222744,shape_5,sound_8,sad
#162839,shape_2,sound_6,sad
#204A6D,shape_5,sound_8,sad
#2D3E51,shape_5,sound_6,sad
#14457E,shape_7,sound_6,sad
#2E4865,shape_1,sound_8,sad
#4C6587,shape_7,sound_8,sad
#19324C,shape_5,sound_6,sad
#263062,shape_7,sound_8,sad
#326987,shape_1,sound_1,sad
#0A0D6A,shape_2,sound_4,sad
#2285BD,shape_3,sound_7,sad
#07406B,shape_4,sound_10,sad
#012954,shape_5,sound_3,sad
#596BC0,shape_6,sound_6,sad
#084084,shape_7,sound_9,sad
#212B51,shape_8,sound_2,sad
#4349A2,shape_9,sound_5,sad
#33365C,shape_10,sound_8,sad
#2E3052,shape_1,sound_1,sad
#06527D,shape_2,sound_4,sad
#0D6DAB,shape_3,sound_7,sad
#142462,shape_4,sound_10,sad
#233852,shape_5,sound_3,sad
#160F86,shape_6,sound_6,sad
#476387,shape_7,sound_9,sad
#5471AA,shape_8,sound_2,sad
#4A7C93,shape_9,sound_5,sad
#515DA0,shape_10,sound_8,sad
#2B4067,shape_1,sound_1,sad
#051564,shape_2,sound_4,sad
#476CA2,shape_3,sound_7,sad
#387FAC,shape_4,sound_10,sad
#404196,shape_5,sound_3,sad
#174366,shape_6,sound_6,sad
#30718F,shape_7,sound_9,sad
#24235D,shape_8,sound_2,sad
#3570B3,shape_9,sound_5,sad
#22246D,shape_10,sound_8,sad
#1A199D,shape_1,sound_1,sad
#192C60,shape_2,sound_4,sad
#4B5D98,shape_3,sound_7,sad
#6E71C4,shape_4,sound_10,sad
#1A3355,shape_5,sound_3,sad
#3053BC,shape_6,sound_6,sad
#2A3650,shape_7,sound_9,sad
#698CB2,shape_8,sound_2,sad
#3979B8,shape_9,sound_5,sad
#313675,shape_10,sound_8,sad
#262FA6,shape_1,sound_1,sad
#3A6AC5,shape_2,sound_4,sad
#4B7A91,shape_3,sound_7,sad
#6298B7,shape_4,sound_10,sad
#041B57,shape_5,sound_3,sad
#1A4E7E,shape_6,sound_6,sad
#4E80C6,shape_7,sound_9,sad
#0F3089,shape_8,sound_2,sad
#112F61,shape_9,sound_5,sad
#5157A2,shape_10,sound_8,sad
#1718B4,shape_1,sound_1,sad
#507AB5,shape_2,sound_4,sad
#053698,shape_3,sound_7,sad
#324F78,shape_4,sound_10,sad
#063E57,shape_5,sound_3,sad
#0D1BA6,shape_6,sound_6,sad
#215072,shape_7,sound_9,sad
#36395F,shape_8,sound_2,sad
#122769,shape_9,sound_5,sad
#305877,shape_10,sound_8,sad
#303464,shape_1,sound_1,sad
#0D1E88,shape_2,sound_4,sad
#345470,shape_3,sound_7,sad
#0C17BC,shape_4,sound_10,sad
#1C4CBF,shape_5,sound_3,sad
#343473,shape_6,sound_6,sad
#152183,shape_7,sound_9,sad
#484C8D,shape_8,sound_2,sad
#080182,shape_9,sound_5,sad
#464EA4,shape_10,sound_8,sad
#4553A3,shape_1,sound_1,sad
#536EAA,shape_2,sound_4,sad
#0B188C,shape_3,sound_7,sad
#2B5AB5,shape_4,sound_10,sad
#0927AF,shape_5,sound_3,sad
#3F638C,shape_6,sound_6,sad
#083262,shape_7,sound_9,sad
#3E6989,shape_8,sound_2,sad
#406374,shape_9,sound_5,sad
#143BC1,shape_10,sound_8,sad
#124A7E,shape_1,sound_1,sad
#515392,shape_2,sound_4,sad
#15265A,shape_3,sound_7,sad
#375787,shape_4,sound_10,sad
#4A82A5,shape_5,sound_3,sad
#638ACA,shape_6,sound_6,sad
#04227B,shape_7,sound_9,sad
#181F76,shape_8,sound_2,sad
#285EC1,shape_9,sound_5,sad
#6682B3,shape_10,sound_8,sad
#151F4D,shape_1,sound_1,sad
#5558BC,shape_2,sound_4,sad
#134287,shape_3,sound_7,sad
#3174A6,shape_4,sound_10,sad
#404179,shape_5,sound_3,sad
#201F63,shape_6,sound_6,sad
#4D6492,shape_7,sound_9,sad
#4F76C5,shape_8,sound_2,sad
#6C7BBF,shape_9,sound_5,sad
#3C45CB,shape_10,sound_8,sad
